Woonplaats,Gemeente,Provincie,Latitude,Longitude
Hernen,Wijchen,Gelderland,51.83333300,5.68333300
Herpen,Oss,Noord-Brabant,51.76666700,5.65000000
Herten,Roermond,Limburg,51.18333300,5.96666700
Hertme,Borne,Overijssel,52.31666700,6.76666700
Herveld,Overbetuwe,Gelderland,51.90000000,5.75000000
Herwen,Rijnwaarden,Gelderland,51.88333300,6.10000000
Herwijnen,Lingewaal,Gelderland,51.81666700,5.13333300
Heteren,Overbetuwe,Gelderland,51.96666700,5.75000000
Heukelom,Oisterwijk,Noord-Brabant,51.57670000,5.15690000
Heukelum,Lingewaal,Gelderland,51.86666700,5.08333300
Heumen,Heumen,Gelderland,51.76666700,5.85000000
Heurne,Aalten,Gelderland,51.92830000,6.58860000
Heusden,Asten,Noord-Brabant,51.38333333,5.75000000
Heusden,Heusden,Noord-Brabant,51.73333300,5.13333300
Heythuysen,Leudal,Limburg,51.25000000,5.90000000
Hezingen,Tubbergen,Overijssel,52.45000000,6.86666700
Hiaure,Dongeradeel,Friesland,53.35000000,5.96666700
Hichtum,Wûnseradiel,Friesland,53.08333300,5.53333300
Hidaard,Littenseradiel,Friesland,53.08333300,5.60000000
Hierden,Harderwijk,Gelderland,52.35000000,5.66666700
Hieslum,Wûnseradiel,Friesland,53.01666700,5.48333300
Hijken,Midden-Drenthe,Drenthe,52.90000000,6.50000000
Hijum,Leeuwarderadeel,Friesland,53.30000000,5.76666700
Hilaard,Littenseradiel,Friesland,53.16666700,5.70000000
Hillegom,Hillegom,Zuid-Holland,52.30000000,4.58333300
Hilvarenbeek,Hilvarenbeek,Noord-Brabant,51.48333300,5.13333300
Hilversum,Hilversum,Noord-Holland,52.23333300,5.18333300
Hindeloopen,Nijefurd,Friesland,52.95000000,5.40000000
Hinnaard,Littenseradiel,Friesland,,
Hippolytushoef,Wieringen,Noord-Holland,52.90000000,4.96666700
Hitzum,Franekeradeel,Friesland,53.16666700,5.51666700
Hobrede,Zeevang,Noord-Holland,52.55000000,4.98333300
Hoedekenskerke,Borsele,Zeeland,51.41666700,3.91666700
Hoek,Terneuzen,Zeeland,51.28970000,3.86160000
Hoek van Holland,Rotterdam,Zuid-Holland,51.96666700,4.05000000
Hoenderloo,Ede,Gelderland,52.12082000,5.84766000
Hoensbroek,Heerlen,Limburg,50.91666700,5.93333300
Hoenzadriel,Maasdriel,Gelderland,51.75000000,5.33333300
Hoevelaken,Nijkerk,Gelderland,52.18333300,5.45000000
Hoeven,Halderberge,Noord-Brabant,51.57809588,4.58692954
Hoge Hexel,Wierden,Overijssel,52.39633000,6.55666000
Hollandsche Rading,De Bilt,Utrecht,52.18333300,5.18333300
Hollandscheveld,Hoogeveen,Drenthe,52.70000000,6.53333300
Hollum,Ameland,Friesland,53.41666700,5.63333300
Holsloot,Coevorden,Drenthe,52.71666700,6.80000000
Holten,Rijssen-Holten,Overijssel,52.28000000,6.42000000
Holthees,Boxmeer,Noord-Brabant,51.56666700,6.00000000
Holtheme,Hardenberg,Overijssel,52.61666700,6.68333300
Holthone,Hardenberg,Overijssel,52.65000000,6.68333300
Holtum,Sittard-Geleen,Limburg,51.05000000,5.83333300
Holwerd,Dongeradeel,Friesland,53.36666700,5.90000000
Holwierde,Delfzijl,Groningen,53.35000000,6.88333300
Hommerts,Wymbritseradiel,Friesland,52.98333300,5.65000000
Homoet,Overbetuwe,Gelderland,51.93333300,5.80000000
Honselersdijk,Westland,Zuid-Holland,52.00000000,4.23333300
Hoofddorp,Haarlemmermeer,Noord-Holland,52.30000000,4.70000000
Hoofdplaat,Sluis,Zeeland,51.36666700,3.66666700
Hoog Soeren,Apeldoorn,Gelderland,52.21666670,5.88333330
Hoog-Keppel,Bronckhorst,Gelderland,52.00000000,6.20000000
Hoogblokland,Giessenlanden,Zuid-Holland,51.88333300,4.98333300
Hooge Mierde,Reusel-De Mierden,Noord-Brabant,51.38333300,5.11666700
Hooge Zwaluwe,Drimmelen,Noord-Brabant,51.68333300,4.75000000
Hoogeloon,Bladel,Noord-Brabant,51.40000000,5.26666700
Hoogenweg,Hardenberg,Overijssel,52.56666700,6.66666700
Hoogerheide,Woensdrecht,Noord-Brabant,51.41666700,4.31666700
Hoogersmilde,Midden-Drenthe,Drenthe,52.90000000,6.40000000
Hoogeveen,Hoogeveen,Drenthe,52.73333300,6.48333300
Hoogezand,Hoogezand-Sappemeer,Groningen,53.16666700,6.76666700
Hooghalen,Midden-Drenthe,Drenthe,52.91666700,6.55000000
Hoogkarspel,Drechterland,Noord-Holland,52.70000000,5.20000000
Hoogland,Amersfoort,Utrecht,52.20000000,5.41666700
Hooglanderveen,Amersfoort,Utrecht,52.18333300,5.43333300
Hoogmade,Kaag en Braassem,Zuid-Holland,52.16666700,4.58333300
Hoogvliet,Rotterdam,Zuid-Holland,51.86666700,4.35000000
Hoogwoud,Opmeer,Noord-Holland,52.71666700,4.93333300
Hoorn,Hoorn,Noord-Holland,52.64000000,5.05800000
Hoorn,Terschelling,Friesland,53.38570000,5.30330000
Hoornaar,Giessenlanden,Zuid-Holland,51.88333300,4.98333300
Hoornsterzwaag,Heerenveen,Friesland,53.00000000,6.16666700
Horn,Leudal,Limburg,51.25330000,5.95220000
Hornhuizen,De Marne,Groningen,53.38333300,6.36666700
Horssen,Druten,Gelderland,51.85000000,5.61666700
Horst,Horst aan de Maas,Limburg,51.44810000,6.03230000
Houten,Houten,Utrecht,52.03333300,5.16666700
Houtigehage,Smallingerland,Friesland,53.15000000,6.13333300
Houwerzijl,De Marne,Groningen,53.33333300,6.35000000
Huijbergen,Woensdrecht,Noord-Brabant,51.43333300,4.36666700
Huis ter Heide,Noordenveld,Drenthe,53.01666700,6.48333300
Huis ter Heide,Zeist,Utrecht,52.11250000,5.25555600
Huisduinen,Den Helder,Noord-Holland,52.95000000,4.73000000
Huissen,Lingewaard,Gelderland,51.93333300,5.93333300
Huizen,Huizen,Noord-Holland,52.29944440,5.25305556
Huizinge,Loppersum,Groningen,53.35000000,6.68333300
Hulsberg,Nuth,Limburg,50.88333300,5.86666700
Hulsel,Reusel-De Mierden,Noord-Brabant,51.38333300,5.18333300
Hulshorst,Nunspeet,Gelderland,52.35000000,5.71666700
Hulst,Hulst,Zeeland,51.28000000,4.05280000
Hulten,Gilze en Rijen,Noord-Brabant,51.56666700,4.95000000
Hummelo,Bronckhorst,Gelderland,52.00000000,6.23333300
Húns,Littenseradiel,Friesland,,
Hunsel,Leudal,Limburg,51.18333300,5.81666700
Hurdegaryp,Tytsjerksteradiel,Friesland,53.21666670,5.95000000
Hurwenen,Maasdriel,Gelderland,51.81666700,5.31666700
Idaerd,Boarnsterhim,Friesland,53.11666670,5.80000000
Idsegahuizum,Wûnseradiel,Friesland,53.05000000,5.41666700
Idskenhuizen,Skarsterlân,Friesland,52.93333300,5.71666700
Idzega,Wymbritseradiel,Friesland,52.98333300,5.55000000
Iens,Littenseradiel,Friesland,53.12423000,5.60983000
IJhorst,Staphorst,Overijssel,52.66666700,6.30000000
IJlst,Wymbritseradiel,Friesland,53.01666700,5.61666700
IJmuiden,Velsen,Noord-Holland,52.46666700,4.55000000
IJpecolsga,Wymbritseradiel,Friesland,52.93333300,5.60000000
IJsbrechtum,Sneek,Friesland,53.05000000,5.63333300
IJsselham,Steenwijkerland,Overijssel,52.80000000,5.95000000
IJsselmuiden,Kampen,Overijssel,52.56666700,5.91666700
IJsselstein,IJsselstein,Utrecht,52.02554000,5.05049000
IJzendijke,Sluis,Zeeland,51.31666700,3.61666700
IJzendoorn,Neder-Betuwe,Gelderland,51.90000000,5.53333300
Ilpendam,Waterland,Noord-Holland,52.46666700,4.95000000
Indijk,Wymbritseradiel,Friesland,52.93333300,5.40000000
Ingber,Gulpen-Wittem,Limburg,50.81666700,5.86666700
Ingelum,Menaldumadeel,Friesland,53.23333300,5.71666700
Ingen,Buren,Gelderland,51.96666700,5.48333300
It Heidenskip,Nijefurd,Friesland,52.94684000,5.49057000
Itens,Littenseradiel,Friesland,53.10000000,5.65000000
Ittervoort,Leudal,Limburg,51.16666700,5.81666700
Jaarsveld,Lopik,Utrecht,51.96666700,4.98333300
Jabeek,Onderbanken,Limburg,50.98333300,5.93333300
Jannum,Ferwerderadiel,Friesland,53.31666670,5.90000000
Jellum,Littenseradiel,Friesland,53.16666700,5.75000000
Jelsum,Leeuwarderadeel,Friesland,53.23333300,5.78333300
Jirnsum,Boarnsterhim,Friesland,53.08333330,5.80000000
Jislum,Ferwerderadiel,Friesland,53.31666700,5.88333300
Jisp,Wormerland,Noord-Holland,52.51666700,4.85000000
Jistrum,Tytsjerksteradiel,Friesland,,
Jonkerslân,Opsterland,Friesland,52.97564000,6.04255000
Jonkersvaart,Marum,Groningen,53.12920000,6.29860000
Joppe,Lochem,Gelderland,52.20000000,6.23333300
Jorwert,Littenseradiel,Friesland,53.15000000,5.71666670
Joure,Skarsterlân,Friesland,52.96666700,5.78333300
Jouswier,Dongeradeel,Friesland,53.35000000,6.05000000
Jubbega,Heerenveen,Friesland,52.96666700,6.11666700
Jutrijp,Wymbritseradiel,Friesland,53.00000000,5.65000000
Kaag,Kaag en Braassem,Zuid-Holland,52.21666700,4.55000000
Kaart,Terschelling,Friesland,53.38333300,5.26666700
Kaatsheuvel,Loon op Zand,Noord-Brabant,51.66666700,5.06666700
Kalenberg,Steenwijkerland,Overijssel,52.77670000,5.95420000
Kallenkote,Steenwijkerland,Overijssel,52.80000000,6.18333300
Kamerik,Woerden,Utrecht,52.11666700,4.90000000
Kampen,Kampen,Overijssel,52.55000000,5.90000000
Kamperland,Noord-Beveland,Zeeland,51.56666700,3.70000000
Kamperveen,Kampen,Overijssel,52.53333300,5.90000000
Kantens,Eemsmond,Groningen,53.36666700,6.63333300
Kapel-Avezaath,Tiel,Gelderland,51.88333330,5.38333330
Kapelle,Kapelle,Zeeland,51.48333330,3.95333330
Kapellebrug,Hulst,Zeeland,51.25000000,4.06666700
Katlijk,Heerenveen,Friesland,52.95000000,6.05000000
Kats,Noord-Beveland,Zeeland,51.56666700,3.88333300
Kattendijke,Goes,Zeeland,51.51666700,3.95000000
Katwijk,Cuijk,Noord-Brabant,51.75000000,5.86972222
Katwijk,Katwijk,Zuid-Holland,52.20298028,4.41294560
Katwoude,Waterland,Noord-Holland,52.46666700,5.05000000
Kedichem,Leerdam,Zuid-Holland,51.86666700,5.05000000
Keijenborg,Bronckhorst,Gelderland,52.03333300,6.30000000
Kekerdom,Ubbergen,Gelderland,51.86666700,6.00000000
Kelpen-Oler,Leudal,Limburg,51.21666700,5.83333300
Kerk-Avezaath,Tiel,Gelderland,51.90000000,5.38333330
Kerkdriel,Maasdriel,Gelderland,51.76666700,5.33333300
Kerkenveld,De Wolden,Drenthe,52.66666700,6.50000000
Kerkrade,Kerkrade,Limburg,50.86666700,6.06666700
Kerkwerve,Schouwen-Duiveland,Zeeland,51.68333300,3.90000000
Kerkwijk,Zaltbommel,Gelderland,51.77500000,5.22080000
Kessel,Peel en Maas,Limburg,51.30000000,6.05000000
Kesteren,Neder-Betuwe,Gelderland,51.93333300,5.56666700
Kiel-Windeweer,Hoogezand-Sappemeer,Groningen,53.12305556,6.77111111
Kilder,Montferland,Gelderland,51.93333300,6.23333300
Kimswerd,Wûnseradiel,Friesland,53.13333300,5.43333300
Kinderdijk,Nieuw-Lekkerland,Zuid-Holland,51.88872000,4.63490000
Kinnum,Terschelling,Friesland,53.38333300,5.28333300
Klaaswaal,Cromstrijen,Zuid-Holland,51.76666700,4.45000000
Klarenbeek,Voorst,Gelderland,52.15000000,6.05000000
Klazienaveen,Emmen,Drenthe,52.73333300,7.00000000
Klazienaveen-Noord,Emmen,Drenthe,52.76666667,7.00000000
Klijndijk,Borger-Odoorn,Drenthe,52.83333300,6.86666700
Klimmen,Voerendaal,Limburg,50.88333300,5.88333300
Kloetinge,Goes,Zeeland,51.50000000,3.91666700
Klooster-Lidlum,Franekeradeel,Friesland,53.23333300,5.51666700
Kloosterburen,De Marne,Groningen,53.15000000,5.98333300
Kloosterhaar,Hardenberg,Overijssel,52.50000000,6.66666700
Kloosterzande,Hulst,Zeeland,51.36666700,4.01666700
Klundert,Moerdijk,Noord-Brabant,51.66666700,4.53333300
Knegsel,Eersel,Noord-Brabant,51.40000000,5.35000000
Koarnjum,Leeuwarderadeel,Friesland,53.25000000,5.78333300
Kockengen,Breukelen,Utrecht,52.15000000,4.95000000
Koedijk,Alkmaar,Noord-Holland,52.66666700,4.75000000
Koekange,De Wolden,Drenthe,52.70000000,6.31666700
Koewacht,Terneuzen,Zeeland,51.23333300,3.96666700
Kolderwolde,Gaasterlân-Sleat,Friesland,52.90000000,5.51666700
Kolham,Slochteren,Groningen,53.18333300,6.73333300
Kolhorn,Niedorp,Noord-Holland,52.80000000,4.90000000
Kollum,Kollumerland en Nieuwkruisland,Friesland,53.28333300,6.15000000
Kollumerpomp,Kollumerland en Nieuwkruisland,Friesland,53.30000000,6.20000000
Kollumerzwaag,Kollumerland en Nieuwkruisland,Friesland,53.26666700,6.06666700
Kommerzijl,Zuidhorn,Groningen,53.28333300,6.33333300
Koningsbosch,Echt-Susteren,Limburg,51.05000000,5.96666700
Koningslust,Peel en Maas,Limburg,51.35000000,6.00000000
Koog aan de Zaan,Zaanstad,Noord-Holland,52.46666700,4.80000000
Kootstertille,Achtkarspelen,Friesland,53.21666700,6.10000000
Kootwijk,Barneveld,Gelderland,52.18333300,5.76666700
Kootwijkerbroek,Barneveld,Gelderland,52.15000000,5.66666700
Kornhorn,Grootegast,Groningen,53.18333300,6.25000000
Kornwerderzand,Wûnseradiel,Friesland,53.06666700,5.33333300
Kortehemmen,Smallingerland,Friesland,53.06666700,6.08333300
Kortenhoef,Wijdemeren,Noord-Holland,52.23333300,5.08333300
Kortgene,Noord-Beveland,Zeeland,51.56666700,3.80000000
Koudekerk aan den Rijn,Rijnwoude,Zuid-Holland,52.13333300,4.60000000
Koudekerke,Veere,Zeeland,51.48333300,3.55000000
Koudum,Nijefurd,Friesland,52.91666700,5.45000000
Koufurderrige,Wymbritseradiel,Friesland,52.95000000,5.65000000
Krabbendijke,Reimerswaal,Zeeland,51.43333300,4.11666700
Kraggenburg,Noordoostpolder,Flevoland,52.66666700,5.90000000
Kreileroord,Wieringermeer,Noord-Holland,52.85000000,5.08333300
Krewerd,Delfzijl,Groningen,53.35000000,6.85000000
Krimpen aan de Lek,Nederlek,Zuid-Holland,51.90000000,4.63333300
Krimpen aan den IJssel,Krimpen aan den IJssel,Zuid-Holland,51.91666700,4.60000000
Kring van Dorth,Lochem,Gelderland,52.21666700,6.26666700
Krommenie,Zaanstad,Noord-Holland,52.50000000,4.76666700
Kronenberg,Horst aan de Maas,Limburg,51.41666700,6.00000000
Kropswolde,Hoogezand-Sappemeer,Groningen,53.15000000,6.73333300
Kruiningen,Reimerswaal,Zeeland,51.45000000,4.03333300
Kruisland,Steenbergen,Noord-Brabant,51.56666700,4.41666700
Kûbaard,Littenseradiel,Friesland,53.11666670,5.56666670
Kudelstaart,Aalsmeer,Noord-Holland,52.23333300,4.75000000
Kuinre,Steenwijkerland,Overijssel,52.78333300,5.83333300
Kuitaart,Hulst,Zeeland,51.35000000,4.03333300
Kwadendamme,Borsele,Zeeland,51.43333300,3.88333300
Kwadijk,Zeevang,Noord-Holland,52.53333300,4.98333300
Kwintsheul,Westland,Zuid-Holland,52.01666700,4.26666700
Laag Zuthem,Raalte,Overijssel,52.46666700,6.16666700
Laag-Keppel,Bronckhorst,Gelderland,52.00000000,6.21666700
Laag-Soeren,Rheden,Gelderland,52.08333330,6.06666670
Lage Mierde,Reusel-De Mierden,Noord-Brabant,51.40000000,5.15000000
Lage Vuursche,Baarn,Utrecht,52.18333330,5.23333330
Lage Zwaluwe,Drimmelen,Noord-Brabant,51.71666700,4.73333300
Lageland,Slochteren,Groningen,53.23333300,6.71666700
Lambertschaag,Medemblik,Noord-Holland,52.75000000,5.01666700
Lamswaarde,Hulst,Zeeland,51.35000000,4.05000000
Landerum,Terschelling,Friesland,53.38333300,5.30000000
Landgraaf,Landgraaf,Limburg,50.90335000,6.03767400
Landhorst,Sint Anthonis,Noord-Brabant,51.61666700,5.78333300
Landsmeer,Landsmeer,Noord-Holland,52.43333300,4.91666700
Langbroek,Wijk bij Duurstede,Utrecht,52.01666700,5.35000000
Langedijke,Ooststellingwerf,Friesland,52.95000000,6.28333300
Langelille,Weststellingwerf,Friesland,52.85000000,5.85000000
Langelo,Noordenveld,Drenthe,53.10000000,6.45000000
Langenboom,Mill en Sint Hubert,Noord-Brabant,51.70000000,5.73333300
Langerak,Liesveld,Zuid-Holland,51.93333300,4.90000000
Langeveen,Tubbergen,Overijssel,52.46666700,6.71666700
Langeweg,Moerdijk,Noord-Brabant,51.65000000,4.66666700
Langezwaag,Opsterland,Friesland,52.98333300,6.00000000
Langweer,Skarsterlân,Friesland,52.96666700,5.71666700
Laren,Laren,Noord-Holland,52.25000000,5.23333300
Laren,Lochem,Gelderland,52.15040000,6.41910000
Lathum,Zevenaar,Gelderland,51.98333300,6.01666700
Lattrop-Breklenkamp,Dinkelland,Overijssel,52.43333300,6.98333300
Lauwersoog,De Marne,Groningen,53.41666700,6.20000000
Lauwerzijl,Zuidhorn,Groningen,53.31666700,6.30000000
Ledeacker,Sint Anthonis,Noord-Brabant,51.63333300,5.88333300
Leek,Leek,Groningen,53.16666700,6.38333300
Leende,Heeze-Leende,Noord-Brabant,51.35000000,5.55000000
Leens,De Marne,Groningen,53.36666700,6.38333300
Leerbroek,Zederik,Zuid-Holland,51.90000000,5.05000000
Leerdam,Leerdam,Zuid-Holland,51.88333300,5.10000000
Leermens,Loppersum,Groningen,53.35000000,6.80000000
Leersum,Utrechtse Heuvelrug,Utrecht,52.01666700,5.43333300
Leeuwarden,Leeuwarden,Friesland,53.20000000,5.78333300
Legemeer,Skarsterlân,Friesland,52.93333300,5.73333300
Leiden,Leiden,Zuid-Holland,52.15000000,4.50000000
Leiderdorp,Leiderdorp,Zuid-Holland,52.15000000,4.53333300
Leidschendam,Leidschendam-Voorburg,Zuid-Holland,52.08333300,4.40000000
Leimuiden,Kaag en Braassem,Zuid-Holland,52.21666700,4.66666700
Leimuiderbrug,Haarlemmermeer,Noord-Holland,52.23333300,4.66666700
Lekkerkerk,Nederlek,Zuid-Holland,51.90000000,4.68333300
Lekkum,Leeuwarden,Friesland,53.23333300,5.81666700
Lellens,Ten Boer,Groningen,53.30000000,6.73333300
Lelystad,Lelystad,Flevoland,52.51666700,5.45000000
Lemele,Ommen,Overijssel,52.45000000,6.41666700
Lemelerveld,Dalfsen,Overijssel,52.45000000,6.35000000
Lemiers,Vaals,Limburg,50.78333300,6.00000000
Lemmer,Lemsterland,Friesland,52.85000000,5.71666700
Lengel,Montferland,Gelderland,51.88333300,6.26666700
Lent,Nijmegen,Gelderland,51.86666700,5.86666700
Leons,Littenseradiel,Friesland,53.15000000,5.68333330
Lepelstraat,Bergen op Zoom,Noord-Brabant,51.55000000,4.28333300
Lettelbert,Leek,Groningen,53.18333300,6.40000000
Lettele,Deventer,Overijssel,52.28333300,6.26666700
Leunen,Venray,Limburg,51.51666700,5.98333300
Leur,Wijchen,Gelderland,51.81830000,5.69310000
Leusden,Leusden,Utrecht,52.11666700,5.40000000
Leuth,Ubbergen,Gelderland,51.83333300,5.98333300
Leutingewolde,Noordenveld,Drenthe,53.15000000,6.43333300
Leuvenheim,Brummen,Gelderland,52.08333300,6.13333300
Leveroy,Nederweert,Limburg,51.25000000,5.85000000
Lewedorp,Borsele,Zeeland,51.50000000,3.75000000
Lexmond,Zederik,Zuid-Holland,51.96666700,5.03333300
Lichtaard,Ferwerderadiel,Friesland,53.33333300,5.91666700
Lichtenvoorde,Oost Gelre,Gelderland,51.98333300,6.56666700
Liempde,Boxtel,Noord-Brabant,51.56666700,5.36666700
Lienden,Buren,Gelderland,51.81666700,5.66666700
Lierderholthuis,Raalte,Overijssel,52.43333300,6.20000000
Lieren,Apeldoorn,Gelderland,52.16666700,6.00000000
Lierop,Someren,Noord-Brabant,51.41666700,5.68333300
Lies,Terschelling,Friesland,51.58333300,4.71666700
Lieshout,Laarbeek,Noord-Brabant,51.51666700,5.60000000
Liessel,Deurne,Noord-Brabant,51.41666700,5.81666700
Lievelde,Oost Gelre,Gelderland,52.01666700,6.60000000
Lieveren,Noordenveld,Drenthe,53.11666700,6.46666700
Lijnden,Haarlemmermeer,Noord-Holland,52.35000000,4.75000000
Limbricht,Sittard-Geleen,Limburg,51.01666700,5.83333300
Limmen,Castricum,Noord-Holland,52.56666700,4.68333300
Linde,De Wolden,Drenthe,52.63944444,6.44694444
Linden,Cuijk,Noord-Brabant,51.75000000,5.83333300
Linne,Maasgouw,Limburg,51.15000000,5.93333300
Linschoten,Montfoort,Utrecht,52.06666700,4.91666700
Lioessens,Dongeradeel,Friesland,53.38333300,6.08333300
Lippenhuizen,Opsterland,Friesland,53.01666700,6.10000000
Lisse,Lisse,Zuid-Holland,52.25000000,4.56666700
Lisserbroek,Haarlemmermeer,Noord-Holland,52.25000000,4.56666700
Lith,Lith,Noord-Brabant,51.80000000,5.43333300
Lithoijen,Lith,Noord-Brabant,51.80000000,5.46666700
Lobith,Rijnwaarden,Gelderland,51.86666700,6.11666700
Lochem,Lochem,Gelderland,52.16666700,6.41666700
Loenen,Apeldoorn,Gelderland,52.20200000,5.98410000
Loenen aan de Vecht,Loenen,Utrecht,52.21666670,5.01666670
Loenersloot,Loenen,Utrecht,52.23333300,5.00000000
Loënga,Sneek,Friesland,53.05000000,5.68333330
Loerbeek,Montferland,Gelderland,51.93333300,6.21666700
Lollum,Wûnseradiel,Friesland,53.13333300,5.53333300
Lomm,Venlo,Limburg,51.45000000,6.16666700
Longerhouw,Wûnseradiel,Friesland,53.06666700,5.48333300
Loo,Duiven,Gelderland,51.92920000,5.99030000
Loon,Assen,Drenthe,53.01330000,6.61250000
Loon op Zand,Loon op Zand,Noord-Brabant,51.63333300,5.08333300
Loosbroek,Bernheze,Noord-Brabant,51.68333300,5.51666700
Loosdrecht,Wijdemeren,Noord-Holland,52.21666700,5.06666700
Loozen,Hardenberg,Overijssel,52.60000000,6.66666700
Lopik,Lopik,Utrecht,51.98333300,4.95000000
Lopikerkapel,Lopik,Utrecht,52.00000000,5.05000000
Loppersum,Loppersum,Groningen,53.33333300,6.75000000
Losdorp,Delfzijl,Groningen,53.36666700,6.83333300
Losser,Losser,Overijssel,52.26666700,7.01666700
Lottum,Horst aan de Maas,Limburg,51.46666700,6.16666700
Lucaswolde,Marum,Groningen,53.18333300,6.30000000
Luchthaven Schiphol,Haarlemmermeer,Noord-Holland,52.30702000,4.75190000
Luddeweer,Slochteren,Groningen,53.25000000,6.75000000
Luinjeberd,Heerenveen,Friesland,52.98333300,5.91666700
Lunteren,Ede,Gelderland,52.08333300,5.61666700
Lutjebroek,Stede Broec,Noord-Holland,52.70000000,5.20000000
Lutjegast,Grootegast,Groningen,53.23333300,6.26666700
Lutjewinkel,Niedorp,Noord-Holland,52.76666700,4.88333300
Lutkewierum,Littenseradiel,Friesland,53.10000000,5.66666700
Luttelgeest,Noordoostpolder,Flevoland,52.75000000,5.85000000
Lutten,Hardenberg,Overijssel,52.61666700,6.58333300
Luttenberg,Raalte,Overijssel,52.40000000,6.36666700
Luxwoude,Opsterland,Friesland,53.00000000,5.98333300
Luyksgestel,Bergeijk,Noord-Brabant,51.28333300,5.31666700
Maarheeze,Cranendonck,Noord-Brabant,51.31666700,5.60000000
Maarn,Utrechtse Heuvelrug,Utrecht,52.06666700,5.36666700
Maarsbergen,Utrechtse Heuvelrug,Utrecht,52.05000000,5.40000000
Maarssen,Maarssen,Utrecht,52.15000000,5.05000000
Maartensdijk,De Bilt,Utrecht,52.15000000,5.18333300
Maasbommel,West Maas en Waal,Gelderland,51.81666700,5.53333300
Maasbracht,Maasgouw,Limburg,51.15000000,5.88333300
Maasbree,Peel en Maas,Limburg,51.35000000,6.05000000
Maasdam,Binnenmaas,Zuid-Holland,51.78333300,4.55000000
Maasdijk,Westland,Zuid-Holland,51.95920000,4.21390000
Maasgouw,Maasbracht,Limburg,,
Maashees,Boxmeer,Noord-Brabant,51.56666700,6.03333300
Maasland,Midden-Delfland,Zuid-Holland,51.93333300,4.26666700
Maassluis,Maassluis,Zuid-Holland,51.91666700,4.26666700
Maastricht,Maastricht,Limburg,50.85000000,5.68333300
Maastricht-Airport,Beek,Limburg,50.91339500,5.70741000
Maasvlakte,Rotterdam,Zuid-Holland,51.95250000,4.04638889
Macharen,Oss,Noord-Brabant,51.80000000,5.55000000
Made,Drimmelen,Noord-Brabant,51.68333300,4.80000000
Makkinga,Ooststellingwerf,Friesland,52.98333300,6.21666700
Makkum,Wûnseradiel,Friesland,53.10000000,5.68333300
Malden,Heumen,Gelderland,51.78333300,5.85000000
Mander,Tubbergen,Overijssel,52.45000000,6.83333300
Manderveen,Tubbergen,Overijssel,52.45000000,6.78333300
Mantgum,Littenseradiel,Friesland,53.13333300,5.71666700
Mantinge,Midden-Drenthe,Drenthe,52.80000000,6.61666700
Maren-Kessel,Lith,Noord-Brabant,51.80000000,5.40000000
Margraten,Margraten,Limburg,50.81666700,5.81666700
Maria Hoop,Echt-Susteren,Limburg,51.08333300,5.96666700
Mariahout,Laarbeek,Noord-Brabant,51.53333300,5.56666700
Mariaparochie,Tubbergen,Overijssel,52.38333330,6.70000000
Mariënberg,Hardenberg,Overijssel,52.51666670,6.56666670
Mariënheem,Raalte,Overijssel,52.38333330,6.31666670
Mariënvelde,Oost Gelre,Gelderland,52.01666670,6.46666670
Marijenkampen,Steenwijkerland,Overijssel,52.81666700,6.05000000
Markelo,Hof van Twente,Overijssel,52.23333300,6.50000000
Marken,Waterland,Noord-Holland,52.45000000,5.11666700
Markenbinnen,Graft-De Rijp,Noord-Holland,52.53333300,4.78333300
Marknesse,Noordoostpolder,Flevoland,52.71666700,5.86666700
Marle,Olst-Wijhe,Overijssel,52.41666700,6.13333300
Marrum,Ferwerderadiel,Friesland,53.33333300,5.80000000
Marsum,Menaldumadeel,Friesland,53.21666700,5.73333300
Marum,Marum,Groningen,53.15000000,6.26666700
Marwijksoord,Aa en Hunze,Drenthe,52.96666700,6.66666700
Mastenbroek,Zwartewaterland,Overijssel,52.57368000,6.02232000
Matsloot,Noordenveld,Drenthe,53.25000000,6.31666700
Maurik,Buren,Gelderland,51.96666700,5.41666700
Mechelen,Gulpen-Wittem,Limburg,50.79580000,5.92640000
Medemblik,Medemblik,Noord-Holland,52.76666700,5.10000000
Meeden,Menterwolde,Groningen,53.13333300,6.93333300
Meedhuizen,Delfzijl,Groningen,53.28333300,6.91666700
Meerkerk,Zederik,Zuid-Holland,51.91666700,5.00000000
Meerlo,Horst aan de Maas,Limburg,51.51666700,6.08333300
Meerssen,Meerssen,Limburg,50.88333300,5.75000000
Meeuwen,Aalburg,Noord-Brabant,51.73333300,5.01666700
Megchelen,Oude IJsselstreek,Gelderland,51.83333300,6.40000000
Megen,Oss,Noord-Brabant,51.81666700,5.56666700
Meijel,Peel en Maas,Limburg,51.35000000,5.88333300
Melderslo,Horst aan de Maas,Limburg,51.46666700,6.08333300
Melick,Roerdalen,Limburg,51.16666700,6.01666700
Meliskerke,Veere,Zeeland,51.51666700,3.51666700
Melissant,Dirksland,Zuid-Holland,51.76666700,4.06666700
Menaam,Menaldumadeel,Friesland,53.21666700,5.66666700
Mensingeweer,De Marne,Groningen,53.35000000,6.46666700
Meppel,Meppel,Drenthe,52.70000000,6.20000000
Meppen,Coevorden,Drenthe,52.78333300,6.70000000
Merkelbeek,Onderbanken,Limburg,50.95000000,5.93333300
Merselo,Venray,Limburg,51.53333300,5.93333300
Meteren,Geldermalsen,Gelderland,51.86666700,5.28333300
